image_name,timestamp,latitude,longitude,altitude
image_2212_1728114546.png,28.40791153907776,-0.010642150416970253,-19.509267807006836,10.068361282348633
image_2449_1728114549.png,31.50139594078064,14.784618377685547,-19.629638671875,9.906329154968262
image_2616_1728114551.png,33.6028835773468,16.115459442138672,-16.46470832824707,9.974580764770508
image_2889_1728114554.png,36.90944838523865,15.67868709564209,3.9179210662841797,9.812957763671875
image_3151_1728114558.png,40.20679950714111,-3.76789927482605,4.323449611663818,9.783466339111328
image_3324_1728114560.png,42.399845600128174,-8.214231491088867,4.6097259521484375,10.054101943969727
image_3495_1728114562.png,44.706026554107666,-7.663891792297363,9.68581771850586,10.049989700317383
image_3676_1728114565.png,47.10174107551575,-11.620186805725098,12.205939292907715,10.055303573608398
image_3977_1728114568.png,50.80334663391113,-36.755699157714844,11.98604965209961,9.91401195526123
image_4149_1728114571.png,53.00399661064148,-40.36386489868164,14.781109809875488,10.108244895935059
image_4333_1728114573.png,55.60127568244934,-39.67989730834961,24.78260040283203,10.004759788513184
image_4482_1728114575.png,57.805779695510864,-42.57826232910156,28.156686782836914,10.047452926635742
image_4647_1728114578.png,60.00004553794861,-47.682735443115234,27.993440628051758,10.039667129516602
image_4907_1728114581.png,63.10148787498474,-48.351322174072266,42.664405822753906,9.969857215881348
image_5086_1728114583.png,65.29992771148682,-44.34981918334961,44.128196716308594,10.067578315734863
image_5283_1728114585.png,67.89876890182495,-34.28146743774414,43.60088348388672,9.995307922363281
image_5448_1728114588.png,70.09945678710938,-31.805747985839844,40.325965881347656,10.020564079284668
image_5600_1728114590.png,72.10797595977783,-31.311782836914062,36.30660629272461,10.042123794555664
image_5759_1728114592.png,74.49993753433228,-26.228158950805664,35.757938385009766,10.004155158996582
image_5929_1728114594.png,76.70175242424011,-23.887165069580078,39.66497802734375,9.955709457397461
image_6092_1728114596.png,78.70559358596802,-23.096940994262695,43.65560531616211,9.911602020263672
image_6374_1728114600.png,82.1049656867981,-3.3050801753997803,44.162445068359375,9.68037223815918
image_6523_1728114602.png,84.09781265258789,0.12166205048561096,41.42012023925781,9.786527633666992
image_6695_1728114604.png,86.3031861782074,-0.24515025317668915,36.271453857421875,9.793414115905762
image_6877_1728114606.png,88.70315527915955,4.702981948852539,35.77772903442383,9.829943656921387
image_7024_1728114608.png,90.70327186584473,7.891358375549316,38.55764389038086,9.86828899383545
image_7189_1728114610.png,92.89943647384644,8.233990669250488,43.77532196044922,9.894639015197754
image_7632_1728114616.png,98.10059261322021,47.972965240478516,44.06113815307617,9.660318374633789
image_8090_1728114622.png,104.5003354549408,47.968360900878906,-10.817931175231934,9.753353118896484
image_8302_1728114624.png,106.89695310592651,44.01341247558594,-12.468436241149902,9.882878303527832
image_8535_1728114627.png,109.60197019577026,34.152095794677734,-11.701388359069824,9.846741676330566
image_8695_1728114629.png,111.80452036857605,31.95343017578125,-15.61154556274414,9.892876625061035
image_8861_1728114631.png,113.81091570854187,32.921112060546875,-19.66115379333496,9.90528392791748
image_9074_1728114634.png,116.8972840309143,47.87006759643555,-20.234249114990234,9.798665046691895
image_9328_1728114638.png,120.3010721206665,47.92502212524414,-39.937530517578125,9.73074722290039
image_9448_1728114639.png,121.80524945259094,47.00205612182617,-43.57417297363281,9.892476081848145
image_9916_1728114646.png,128.09662055969238,-7.632458686828613,-43.92811584472656,9.819889068603516
image_10121_1728114648.png,130.69672775268555,-8.391072273254395,-38.797237396240234,9.918561935424805
image_10304_1728114651.png,133.09941267967224,-10.524906158447266,-35.98816680908203,9.956530570983887
image_10549_1728114654.png,136.40657997131348,-30.669675827026367,-36.093048095703125,9.812212944030762
image_10729_1728114656.png,138.70200371742249,-32.42730712890625,-39.82010269165039,9.95433235168457
image_10875_1728114658.png,140.70585322380066,-30.78293228149414,-43.62751007080078,9.963796615600586
image_11102_1728114661.png,143.7008764743805,-16.341644287109375,-44.16802978515625,9.851387023925781
image_11259_1728114663.png,145.7077760696411,-13.108277320861816,-41.436912536621094,9.965987205505371
image_11468_1728114666.png,148.31227207183838,-13.314239501953125,-31.275667190551758,9.956783294677734
image_11616_1728114668.png,150.59903860092163,-10.391613960266113,-27.853878021240234,10.051568031311035
image_11778_1728114670.png,152.80847358703613,-5.393456935882568,-28.088655471801758,10.080965042114258
image_11962_1728114673.png,155.19838094711304,-7.6835527420043945,-25.217233657836914,10.09327507019043
image_12117_1728114675.png,157.3026466369629,-9.299874305725098,-21.341062545776367,10.110848426818848
image_12305_1728114677.png,159.81187915802002,-14.752519607543945,-15.073467254638672,10.080451011657715
image_12498_1728114680.png,162.0020227432251,-19.834890365600586,-14.712847709655762,10.101176261901855
image_12683_1728114682.png,164.30035853385925,-23.052705764770508,-12.398298263549805,10.079408645629883
image_12880_1728114684.png,166.91026973724365,-23.002391815185547,-2.3408286571502686,9.97464370727539
image_13049_1728114687.png,169.2040467262268,-19.16718864440918,-2.5586421489715576,9.994068145751953
image_13214_1728114689.png,171.39747285842896,-19.546762466430664,-6.892561912536621,9.979464530944824
image_13443_1728114691.png,173.5040261745453,-23.588531494140625,-9.054415702819824,9.974820137023926
image_13733_1728114694.png,176.79848742485046,-43.77316665649414,-9.00440502166748,9.826862335205078
image_13875_1728114696.png,178.797709941864,-47.13014602661133,-11.556224822998047,9.95478630065918
image_14202_1728114701.png,183.30327653884888,-46.84611129760742,-46.61357498168945,9.802634239196777
image_14534_1728114706.png,188.09483170509338,-42.705108642578125,-48.60919189453125,10.041759490966797
image_14685_1728114708.png,190.4016923904419,-39.358436584472656,-48.002811431884766,10.051925659179688
image_14986_1728114712.png,194.70869994163513,-37.889137268066406,-18.008121490478516,9.871578216552734
image_15098_1728114714.png,196.40234422683716,-37.39421844482422,-14.171663284301758,10.040369033813477
image_15283_1728114716.png,198.80520915985107,-39.734493255615234,-11.314092636108398,10.05181884765625
image_15434_1728114719.png,201.00885844230652,-43.75410079956055,-9.236008644104004,10.058821678161621
image_15590_1728114721.png,203.1017541885376,-47.66538619995117,-8.096153259277344,10.041763305664062
image_15858_1728114724.png,206.50785112380981,-48.034217834472656,11.66084098815918,9.84167194366455
image_15988_1728114726.png,208.2074863910675,-47.296207427978516,15.734498977661133,9.974132537841797
image_16190_1728114728.png,210.69936442375183,-41.25069808959961,21.59977912902832,9.953222274780273
image_16360_1728114730.png,212.71196675300598,-39.77244186401367,25.57575798034668,9.967209815979004
